,CM_BombPiece,CM_CrossPiece,CM_HorizontalPiece,CM_RainbowPiece,CM_RocketPiece,CM_VerticalPiece,L_BombPiece,L_CrossPiece,L_HorizontalPiece,L_RainbowPiece,L_RocketPiece,L_VerticalPiece,User,Method,L_Step,L_DecisionTime,PCGTime,Time,EVT_MatchNoHint,EVT_MatchIgnoringHint
496,0,0,1,0,1,1,False,False,True,False,False,True,4722edc2,MCTS_Knowledge,17,3.29449463,1339,2023-08-04 04:28:17.420,False,False
497,0,0,1,0,1,1,False,False,True,False,False,True,4722edc2,MCTS_Knowledge,18,4.16729736,438,2023-08-04 04:28:24.113,False,False
498,0,0,1,0,1,1,False,False,True,False,False,True,4722edc2,MCTS_Knowledge,19,2.87750244,534,2023-08-04 04:28:28.345,False,False
499,0,0,1,0,1,1,False,False,True,False,False,True,4722edc2,MCTS_Knowledge,20,7.951294,1117,2023-08-04 04:28:45.965,False,False
500,0,0,1,0,1,1,False,False,True,False,False,True,4722edc2,MCTS_Knowledge,21,4.157501,1022,2023-08-04 04:28:54.504,False,False
501,0,0,1,0,1,1,False,False,True,False,False,True,4722edc2,MCTS_Knowledge,22,8.463699,107,2023-08-04 04:29:03.941,False,False
502,0,0,1,0,1,1,False,False,True,False,False,True,4722edc2,MCTS_Knowledge,23,0.349502563,118,2023-08-04 04:29:09.933,False,False
503,0,0,1,1,1,1,False,False,True,True,False,True,4722edc2,MCTS_Knowledge,24,0.182006836,825,2023-08-04 04:29:16.113,True,False
504,0,0,1,1,1,1,False,False,True,True,False,True,4722edc2,MCTS_Knowledge,25,7.35810852,825,2023-08-04 04:29:23.653,False,False
505,0,0,1,1,1,1,False,False,True,True,False,True,4722edc2,MCTS_Knowledge,26,2.23669434,106,2023-08-04 04:29:27.816,False,False
506,0,0,1,1,1,1,False,False,True,True,False,True,4722edc2,MCTS_Knowledge,27,5.38169861,116,2023-08-04 04:29:35.554,False,False
507,0,0,1,1,1,1,False,False,True,True,False,True,4722edc2,MCTS_Knowledge,28,9.617798,433,2023-08-04 04:29:46.461,False,False
508,0,0,1,1,1,1,False,False,True,True,False,True,4722edc2,MCTS_Knowledge,29,3.89190674,108,2023-08-04 04:29:51.382,False,False
509,0,0,1,1,1,1,False,False,True,True,False,True,4722edc2,MCTS_Knowledge,30,3.664093,118,2023-08-04 04:29:56.003,False,False
510,0,0,1,1,1,1,False,False,True,True,False,True,4722edc2,MCTS_Knowledge,31,6.79060364,1193,2023-08-04 04:30:04.815,False,False
511,0,0,1,1,1,1,False,False,True,True,False,True,4722edc2,MCTS_Knowledge,32,3.754303,1253,2023-08-04 04:30:10.675,False,False
512,0,0,2,1,1,1,False,False,True,True,False,True,4722edc2,MCTS_Knowledge,33,8.560822,453,2023-08-04 04:30:20.580,False,False
513,0,0,2,1,1,2,False,False,True,True,False,True,4722edc2,MCTS_Knowledge,34,9.143707,106,2023-08-04 04:30:30.734,False,False
514,0,0,2,1,1,2,False,False,True,True,False,True,4722edc2,MCTS_Knowledge,35,8.854706,117,2023-08-04 04:30:40.566,False,False
515,0,0,2,1,1,2,False,False,True,True,False,True,4722edc2,MCTS_Knowledge,36,4.2578125,120,2023-08-04 04:30:45.879,False,False
516,0,0,2,1,1,3,False,False,True,True,False,True,4722edc2,MCTS_Knowledge,37,4.88400269,645,2023-08-04 04:30:57.594,False,False
517,0,0,2,1,1,3,False,False,True,True,False,True,4722edc2,MCTS_Knowledge,38,2.81039429,1282,2023-08-04 04:31:03.908,False,False
518,0,0,2,1,1,3,False,False,True,True,False,True,4722edc2,MCTS_Knowledge,39,2.21127319,491,2023-08-04 04:31:07.478,False,False
519,0,0,2,1,1,3,False,False,True,True,False,True,4722edc2,MCTS_Knowledge,40,2.84619141,1498,2023-08-04 04:31:12.689,False,False
520,0,0,2,1,1,3,False,False,True,True,False,True,4722edc2,MCTS_Knowledge,41,3.28509521,471,2023-08-04 04:31:17.308,False,False
521,0,0,2,1,1,3,False,False,True,True,False,True,4722edc2,MCTS_Knowledge,42,2.1991272,1011,2023-08-04 04:31:21.359,False,False
522,0,0,2,1,1,3,False,False,True,True,False,True,4722edc2,MCTS_Knowledge,43,2.81777954,1057,2023-08-04 04:31:30.529,False,False
523,0,0,2,1,1,3,False,False,True,True,False,True,4722edc2,MCTS_Knowledge,44,6.60928345,460,2023-08-04 04:31:38.453,False,False
524,0,0,2,1,1,3,False,False,True,True,False,True,4722edc2,MCTS_Knowledge,45,5.401306,119,2023-08-04 04:31:44.850,False,False
525,0,0,2,1,1,3,False,False,True,True,False,True,4722edc2,MCTS_Knowledge,46,7.58599854,113,2023-08-04 04:31:53.380,False,False
526,0,0,2,1,1,3,False,False,True,True,False,True,4722edc2,MCTS_Knowledge,47,7.166687,110,2023-08-04 04:32:03.247,False,False
527,0,0,2,1,1,3,False,False,True,True,False,True,4722edc2,MCTS_Knowledge,48,4.05209351,111,2023-08-04 04:32:09.527,False,False
528,0,0,2,1,1,3,False,False,True,True,False,True,4722edc2,MCTS_Knowledge,49,3.26629639,513,2023-08-04 04:32:14.148,False,False
529,0,0,2,1,1,3,False,False,True,True,False,True,4722edc2,MCTS_Knowledge,50,11.4597168,351,2023-08-04 04:32:26.869,False,False
530,0,0,2,1,1,3,False,False,True,True,False,True,4722edc2,MCTS_Knowledge,51,3.08972168,442,2023-08-04 04:32:31.245,False,False
531,0,0,2,1,1,3,False,False,True,True,False,True,4722edc2,MCTS_Knowledge,52,3.69650269,112,2023-08-04 04:32:35.880,False,False
532,0,0,2,1,1,3,False,False,True,True,False,True,4722edc2,MCTS_Knowledge,53,2.98251343,117,2023-08-04 04:32:39.811,False,False
533,0,0,2,1,1,3,False,False,True,True,False,True,4722edc2,MCTS_Knowledge,54,1.792511,122,2023-08-04 04:32:42.641,False,False
534,0,0,2,1,1,3,False,False,True,True,False,True,4722edc2,MCTS_Knowledge,55,1.99838257,567,2023-08-04 04:32:46.093,False,False
535,0,0,2,1,1,3,False,False,True,True,False,True,4722edc2,MCTS_Knowledge,56,4.52142334,115,2023-08-04 04:32:51.612,False,False
536,0,0,2,1,1,3,False,False,True,True,False,True,4722edc2,MCTS_Knowledge,57,0.186706543,465,2023-08-04 04:32:58.035,False,False
537,0,0,2,1,1,3,False,False,True,True,False,True,4722edc2,MCTS_Knowledge,58,4.887512,465,2023-08-04 04:33:03.106,False,False
538,0,0,2,1,1,3,False,False,True,True,False,True,4722edc2,MCTS_Knowledge,59,6.0703125,112,2023-08-04 04:33:11.498,False,False
539,0,0,2,1,1,3,False,False,True,True,False,True,4722edc2,MCTS_Knowledge,60,4.24261475,131,2023-08-04 04:33:18.011,False,False
540,0,0,0,0,0,0,False,False,False,False,False,False,513c2bc8,MCTS_Knowledge,1,3.841402,0,2023-08-04 04:53:58.353,False,False
541,0,0,0,0,0,0,False,False,False,False,False,False,513c2bc8,MCTS_Knowledge,2,6.74269867,164,2023-08-04 04:54:06.170,False,False
542,0,0,0,0,0,0,False,False,False,False,False,False,513c2bc8,MCTS_Knowledge,3,24.835701,437,2023-08-04 04:54:32.287,False,False
543,0,0,0,0,0,0,False,False,False,False,False,False,513c2bc8,MCTS_Knowledge,4,12.3909988,605,2023-08-04 04:54:46.124,False,False
544,0,0,0,0,0,0,False,False,False,False,False,False,513c2bc8,MCTS_Knowledge,5,2.91339874,150,2023-08-04 04:54:50.049,False,False
545,0,0,0,0,0,0,False,False,False,False,False,False,513c2bc8,MCTS_Knowledge,6,1.81660461,645,2023-08-04 04:54:53.396,False,False
546,0,0,0,0,0,0,False,False,False,False,False,False,513c2bc8,MCTS_Knowledge,7,3.357399,161,2023-08-04 04:54:59.044,False,False
547,0,0,0,0,0,0,False,False,False,False,False,False,513c2bc8,MCTS_Knowledge,8,0.941803,1405,2023-08-04 04:55:06.698,False,False
548,0,0,0,0,0,0,False,False,False,False,False,False,513c2bc8,MCTS_Knowledge,9,2.97439575,159,2023-08-04 04:55:10.639,False,False
549,0,0,1,0,0,0,False,False,True,False,False,False,513c2bc8,MCTS_Knowledge,10,4.921501,153,2023-08-04 04:55:18.093,True,False
550,0,0,1,0,0,0,False,False,True,False,False,False,513c2bc8,MCTS_Knowledge,11,2.49900055,507,2023-08-04 04:55:23.323,False,False
551,0,0,1,0,0,0,False,False,True,False,False,False,513c2bc8,MCTS_Knowledge,12,2.02030182,1565,2023-08-04 04:55:32.154,False,False
552,0,0,2,0,0,0,False,False,True,False,False,False,513c2bc8,MCTS_Knowledge,13,3.92120361,1763,2023-08-04 04:55:41.404,False,False
553,0,0,2,0,0,0,False,False,True,False,False,False,513c2bc8,MCTS_Knowledge,14,2.85920715,1868,2023-08-04 04:55:48.693,False,False
554,0,0,2,0,0,0,False,False,True,False,False,False,513c2bc8,MCTS_Knowledge,15,3.67599487,165,2023-08-04 04:55:53.365,False,False
555,0,0,2,0,0,0,False,False,True,False,False,False,513c2bc8,MCTS_Knowledge,16,3.396698,175,2023-08-04 04:55:57.748,False,False
556,0,0,2,0,0,0,False,False,True,False,False,False,513c2bc8,MCTS_Knowledge,17,2.71749878,175,2023-08-04 04:56:01.445,False,False
557,0,0,2,0,0,0,False,False,True,False,False,False,513c2bc8,MCTS_Knowledge,18,1.06100464,533,2023-08-04 04:56:05.357,False,False
558,0,0,2,0,0,0,False,False,True,False,False,False,513c2bc8,MCTS_Knowledge,19,3.39360046,173,2023-08-04 04:56:09.759,False,False
559,0,0,2,0,0,0,False,False,True,False,False,False,513c2bc8,MCTS_Knowledge,20,2.99328613,167,2023-08-04 04:56:17.110,False,False
560,0,0,2,0,0,0,False,False,True,False,False,False,513c2bc8,MCTS_Knowledge,21,3.17280579,168,2023-08-04 04:56:21.300,False,False
561,0,0,2,0,0,0,False,False,True,False,False,False,513c2bc8,MCTS_Knowledge,22,2.96699524,170,2023-08-04 04:56:25.248,False,False
562,0,0,2,0,0,0,False,False,True,False,False,False,513c2bc8,MCTS_Knowledge,23,3.05799866,863,2023-08-04 04:56:30.040,False,False
563,0,0,2,0,0,0,False,False,True,False,False,False,513c2bc8,MCTS_Knowledge,24,4.095001,160,2023-08-04 04:56:41.391,False,False
564,0,0,2,0,0,0,False,False,True,False,False,False,513c2bc8,MCTS_Knowledge,25,3.41490173,173,2023-08-04 04:56:50.057,False,False
565,0,0,2,0,0,0,False,False,True,False,False,False,513c2bc8,MCTS_Knowledge,26,1.615509,1039,2023-08-04 04:56:58.873,False,False
566,0,0,2,0,0,0,False,False,True,False,False,False,513c2bc8,MCTS_Knowledge,27,4.225601,1284,2023-08-04 04:57:08.221,False,False
567,0,0,2,0,0,0,False,False,True,False,False,False,513c2bc8,MCTS_Knowledge,28,8.209808,173,2023-08-04 04:57:26.502,False,False
568,0,0,2,0,0,0,False,False,True,False,False,False,513c2bc8,MCTS_Knowledge,29,7.985092,1487,2023-08-04 04:57:42.133,False,False
569,0,0,2,0,0,0,False,False,True,False,False,False,513c2bc8,MCTS_Knowledge,30,5.66619873,605,2023-08-04 04:57:49.332,False,False
570,0,0,2,1,0,0,False,False,True,True,False,False,513c2bc8,MCTS_Knowledge,31,3.84091187,1302,2023-08-04 04:57:55.324,True,False
571,0,0,2,1,0,0,False,False,True,True,False,False,513c2bc8,MCTS_Knowledge,32,10.4564819,655,2023-08-04 04:58:07.238,False,False
572,0,0,2,1,0,0,False,False,True,True,False,False,513c2bc8,MCTS_Knowledge,33,10.255188,747,2023-08-04 04:58:19.042,False,False
573,0,0,2,1,0,0,False,False,True,True,False,False,513c2bc8,MCTS_Knowledge,34,3.821106,1369,2023-08-04 04:58:26.517,False,False
574,0,0,2,1,0,0,False,False,True,True,False,False,513c2bc8,MCTS_Knowledge,35,3.14279175,1745,2023-08-04 04:58:36.535,False,False
575,0,0,2,1,0,0,False,False,True,True,False,False,513c2bc8,MCTS_Knowledge,36,1.051117,710,2023-08-04 04:58:44.988,False,False
576,0,0,2,1,0,0,False,False,True,True,False,False,513c2bc8,MCTS_Knowledge,37,1.11080933,2202,2023-08-04 04:58:54.148,False,False
577,0,0,2,1,0,0,False,False,True,True,False,False,513c2bc8,MCTS_Knowledge,38,2.27639771,163,2023-08-04 04:59:01.853,False,False
578,0,0,2,1,0,0,False,False,True,True,False,False,513c2bc8,MCTS_Knowledge,39,2.44821167,181,2023-08-04 04:59:05.336,False,False
579,0,0,2,1,0,0,False,False,True,True,False,False,513c2bc8,MCTS_Knowledge,40,3.1802063,1562,2023-08-04 04:59:12.696,False,False
580,0,0,2,1,0,0,False,False,True,True,False,False,513c2bc8,MCTS_Knowledge,41,3.9927063,160,2023-08-04 04:59:17.663,False,False
581,0,0,2,1,0,1,False,False,True,True,False,True,513c2bc8,MCTS_Knowledge,42,3.02090454,783,2023-08-04 04:59:22.433,True,False
582,0,0,2,1,0,1,False,False,True,True,False,True,513c2bc8,MCTS_Knowledge,43,5.52401733,1766,2023-08-04 04:59:30.689,False,False
583,0,0,2,1,0,1,False,False,True,True,False,True,513c2bc8,MCTS_Knowledge,44,2.66970825,637,2023-08-04 04:59:34.860,False,False
584,0,0,2,1,0,1,False,False,True,True,False,True,513c2bc8,MCTS_Knowledge,45,3.21142578,164,2023-08-04 04:59:40.766,False,False
585,0,0,2,1,0,1,False,False,True,True,False,True,513c2bc8,MCTS_Knowledge,46,2.479126,1712,2023-08-04 04:59:52.825,False,False
586,1,0,2,1,0,1,True,False,True,True,False,True,513c2bc8,MCTS_Knowledge,47,6.8704834,1867,2023-08-04 05:00:02.453,True,False
587,1,0,2,1,0,1,True,False,True,True,False,True,513c2bc8,MCTS_Knowledge,48,3.01699829,1642,2023-08-04 05:00:07.871,False,False
588,1,0,3,1,0,1,True,False,True,True,False,True,513c2bc8,MCTS_Knowledge,49,3.21588135,174,2023-08-04 05:00:20.935,False,False
589,1,0,3,1,0,1,True,False,True,True,False,True,513c2bc8,MCTS_Knowledge,50,3.175476,2112,2023-08-04 05:00:29.619,False,False
590,1,0,3,1,0,1,True,False,True,True,False,True,513c2bc8,MCTS_Knowledge,51,4.397705,1938,2023-08-04 05:00:52.017,False,False
591,1,0,3,1,0,1,True,False,True,True,False,True,513c2bc8,MCTS_Knowledge,52,5.40060425,1054,2023-08-04 05:01:07.147,False,False
592,1,0,3,1,0,1,True,False,True,True,False,True,513c2bc8,MCTS_Knowledge,53,9.767883,171,2023-08-04 05:01:19.671,False,False
593,1,0,3,1,0,1,True,False,True,True,False,True,513c2bc8,MCTS_Knowledge,54,3.67770386,162,2023-08-04 05:01:24.322,False,False
594,1,0,3,1,0,1,True,False,True,True,False,True,513c2bc8,MCTS_Knowledge,55,13.0411987,1227,2023-08-04 05:01:40.692,False,False
595,1,0,4,1,0,1,True,False,True,True,False,True,513c2bc8,MCTS_Knowledge,56,2.539917,1551,2023-08-04 05:01:50.206,False,False
596,1,0,4,1,0,1,True,False,True,True,False,True,513c2bc8,MCTS_Knowledge,57,9.721924,1852,2023-08-04 05:02:10.763,False,False
597,1,1,4,1,0,1,True,False,True,True,False,True,513c2bc8,MCTS_Knowledge,58,8.698853,894,2023-08-04 05:02:21.234,False,False
598,1,1,4,1,0,1,True,False,True,True,False,True,513c2bc8,MCTS_Knowledge,59,7.93396,637,2023-08-04 05:02:34.627,False,False
599,1,1,5,1,0,1,True,False,True,True,False,True,513c2bc8,MCTS_Knowledge,60,0.9329834,946,2023-08-04 05:02:39.048,False,False
600,0,0,0,0,0,0,False,False,False,False,False,False,54b27ea8,MCTS_Knowledge,1,7.80879974,0,2023-08-04 04:16:31.754,False,False
601,0,0,0,0,1,0,False,False,False,False,False,False,54b27ea8,MCTS_Knowledge,2,26.8294983,1288,2023-08-04 04:17:01.809,False,False
602,0,0,0,0,2,0,False,False,False,False,False,False,54b27ea8,MCTS_Knowledge,3,21.4298935,114,2023-08-04 04:17:24.241,False,False
603,0,0,0,0,3,0,False,False,False,False,False,False,54b27ea8,MCTS_Knowledge,4,9.017197,938,2023-08-04 04:17:41.944,False,False
604,1,0,0,0,3,0,False,False,False,False,False,False,54b27ea8,MCTS_Knowledge,5,9.008499,346,2023-08-04 04:17:55.107,False,False
605,1,0,0,0,3,0,False,False,False,False,False,False,54b27ea8,MCTS_Knowledge,6,2.85470581,785,2023-08-04 04:17:59.529,False,False
606,1,0,1,0,3,0,False,False,True,False,False,False,54b27ea8,MCTS_Knowledge,7,6.91169739,95,2023-08-04 04:18:07.441,True,False
607,1,0,1,0,3,0,False,False,True,False,False,False,54b27ea8,MCTS_Knowledge,8,8.466095,96,2023-08-04 04:18:18.063,False,False
608,1,0,1,0,3,0,False,False,True,False,False,False,54b27ea8,MCTS_Knowledge,9,7.94329834,108,2023-08-04 04:18:27.007,False,False
609,1,0,1,0,3,1,False,False,True,False,False,False,54b27ea8,MCTS_Knowledge,10,2.392105,361,2023-08-04 04:18:30.557,False,False
610,1,0,1,0,3,1,False,False,True,False,False,False,54b27ea8,MCTS_Knowledge,11,10.1003876,374,2023-08-04 04:18:47.979,False,False
611,1,0,2,0,3,1,False,False,True,False,False,False,54b27ea8,MCTS_Knowledge,12,7.69400024,451,2023-08-04 04:18:56.917,False,False
612,1,0,3,0,3,1,False,False,True,False,False,False,54b27ea8,MCTS_Knowledge,13,2.447403,276,2023-08-04 04:19:03.812,False,False
613,1,0,3,0,3,1,False,False,True,False,False,False,54b27ea8,MCTS_Knowledge,14,3.50550842,454,2023-08-04 04:19:11.434,False,False
614,1,0,3,0,3,1,False,False,True,False,False,False,54b27ea8,MCTS_Knowledge,15,9.211197,482,2023-08-04 04:19:23.016,False,False
615,1,0,3,0,3,2,False,False,True,False,False,False,54b27ea8,MCTS_Knowledge,16,13.96051,101,2023-08-04 04:19:39.010,False,False
616,1,0,3,0,3,2,False,False,True,False,False,False,54b27ea8,MCTS_Knowledge,17,4.71579,99,2023-08-04 04:19:45.666,False,False
617,1,0,4,0,3,2,False,False,True,False,False,False,54b27ea8,MCTS_Knowledge,18,2.40692139,1093,2023-08-04 04:19:53.644,False,False
618,1,0,4,0,3,2,False,False,True,False,False,False,54b27ea8,MCTS_Knowledge,19,1.626709,99,2023-08-04 04:19:56.277,False,False
619,1,0,4,0,3,2,False,False,True,False,False,False,54b27ea8,MCTS_Knowledge,20,2.08798218,96,2023-08-04 04:19:59.372,False,False
620,1,0,4,0,3,2,False,False,True,False,False,False,54b27ea8,MCTS_Knowledge,21,2.526001,98,2023-08-04 04:20:08.160,False,False
621,1,0,4,0,3,2,False,False,True,False,False,False,54b27ea8,MCTS_Knowledge,22,1.84420776,101,2023-08-04 04:20:11.012,False,False
622,1,0,4,0,3,2,False,False,True,False,False,False,54b27ea8,MCTS_Knowledge,23,1.41229248,106,2023-08-04 04:20:13.430,False,False
623,1,0,4,0,3,2,False,False,True,False,False,False,54b27ea8,MCTS_Knowledge,24,8.25531,103,2023-08-04 04:20:22.690,False,False
624,1,0,4,1,3,2,False,False,True,False,False,False,54b27ea8,MCTS_Knowledge,25,3.93859863,968,2023-08-04 04:20:29.786,False,False
625,1,0,4,1,3,2,False,False,True,False,False,False,54b27ea8,MCTS_Knowledge,26,2.0894165,104,2023-08-04 04:20:41.908,False,False
626,2,0,4,1,3,2,True,False,True,False,False,False,54b27ea8,MCTS_Knowledge,27,5.04330444,960,2023-08-04 04:20:48.700,True,False
627,2,0,5,1,3,2,True,False,True,False,False,False,54b27ea8,MCTS_Knowledge,28,3.50521851,815,2023-08-04 04:20:56.951,False,False
628,2,0,5,1,3,2,True,False,True,False,False,False,54b27ea8,MCTS_Knowledge,29,3.63949585,117,2023-08-04 04:21:01.593,False,False
629,2,0,5,1,3,2,True,False,True,False,False,False,54b27ea8,MCTS_Knowledge,30,4.38110352,1172,2023-08-04 04:21:09.703,False,False
630,2,0,6,1,3,2,True,False,True,False,False,False,54b27ea8,MCTS_Knowledge,31,2.8578186,504,2023-08-04 04:21:21.939,False,False
631,2,0,6,1,3,2,True,False,True,False,False,False,54b27ea8,MCTS_Knowledge,32,0.318084717,117,2023-08-04 04:21:26.022,False,False
632,2,0,6,1,3,2,True,False,True,False,False,False,54b27ea8,MCTS_Knowledge,33,2.08758545,112,2023-08-04 04:21:29.108,False,False
633,2,1,6,1,3,2,True,True,True,False,False,False,54b27ea8,MCTS_Knowledge,34,4.46548462,633,2023-08-04 04:21:34.995,True,False
634,2,1,7,1,3,2,True,True,True,False,False,False,54b27ea8,MCTS_Knowledge,35,3.962799,1229,2023-08-04 04:21:40.893,False,False
635,2,1,7,1,3,2,True,True,True,False,False,False,54b27ea8,MCTS_Knowledge,36,1.63418579,105,2023-08-04 04:21:43.522,False,False
636,2,1,8,1,3,2,True,True,True,False,False,False,54b27ea8,MCTS_Knowledge,37,3.27850342,1221,2023-08-04 04:21:48.819,False,False
637,2,1,8,1,3,2,True,True,True,False,False,False,54b27ea8,MCTS_Knowledge,38,2.6295166,475,2023-08-04 04:21:52.716,False,False
638,2,1,8,2,3,2,True,True,True,True,False,False,54b27ea8,MCTS_Knowledge,39,3.28338623,418,2023-08-04 04:21:58.798,True,False
639,2,1,8,2,3,2,True,True,True,True,False,False,54b27ea8,MCTS_Knowledge,40,1.84692383,106,2023-08-04 04:22:01.651,False,False
640,2,1,8,2,3,2,True,True,True,True,False,False,54b27ea8,MCTS_Knowledge,41,3.96130371,307,2023-08-04 04:22:09.566,False,False
641,2,1,8,2,3,2,True,True,True,True,False,False,54b27ea8,MCTS_Knowledge,42,3.297699,308,2023-08-04 04:22:13.967,False,False
642,2,1,8,2,3,3,True,True,True,True,False,True,54b27ea8,MCTS_Knowledge,43,0.8770752,754,2023-08-04 04:22:24.647,True,False
643,2,1,8,2,3,3,True,True,True,True,False,True,54b27ea8,MCTS_Knowledge,44,3.71200562,824,2023-08-04 04:22:33.335,False,False
644,2,1,8,2,3,3,True,True,True,True,False,True,54b27ea8,MCTS_Knowledge,45,2.40151978,383,2023-08-04 04:22:39.413,False,False
645,2,1,8,2,3,3,True,True,True,True,False,True,54b27ea8,MCTS_Knowledge,46,3.284607,501,2023-08-04 04:22:43.999,False,False
646,2,1,8,3,3,3,True,True,True,True,False,True,54b27ea8,MCTS_Knowledge,47,4.165802,369,2023-08-04 04:22:50.748,False,False
647,2,1,8,3,3,3,True,True,True,True,False,True,54b27ea8,MCTS_Knowledge,48,2.63470459,384,2023-08-04 04:22:56.301,False,False
648,2,1,8,4,3,3,True,True,True,True,False,True,54b27ea8,MCTS_Knowledge,49,1.98339844,780,2023-08-04 04:22:59.847,False,False
649,2,1,9,4,3,3,True,True,True,True,False,True,54b27ea8,MCTS_Knowledge,50,0.672699,300,2023-08-04 04:23:03.769,False,False
650,2,1,10,4,3,3,True,True,True,True,False,True,54b27ea8,MCTS_Knowledge,51,8.565613,397,2023-08-04 04:23:14.626,False,False
651,2,1,10,4,4,3,True,True,True,True,False,True,54b27ea8,MCTS_Knowledge,52,2.743225,107,2023-08-04 04:23:21.250,False,False
652,2,1,10,4,4,3,True,True,True,True,False,True,54b27ea8,MCTS_Knowledge,53,3.956604,799,2023-08-04 04:23:29.407,False,False
653,2,1,11,4,4,3,True,True,True,True,False,True,54b27ea8,MCTS_Knowledge,54,9.566925,100,2023-08-04 04:23:41.058,False,False
654,2,1,11,4,4,3,True,True,True,True,False,True,54b27ea8,MCTS_Knowledge,55,6.3526,1155,2023-08-04 04:23:50.466,False,False
655,2,1,11,4,4,3,True,True,True,True,False,True,54b27ea8,MCTS_Knowledge,56,2.17108154,377,2023-08-04 04:23:56.580,False,False
656,2,1,11,4,4,3,True,True,True,True,False,True,54b27ea8,MCTS_Knowledge,57,2.07501221,97,2023-08-04 04:24:04.200,False,False
657,2,1,11,4,4,3,True,True,True,True,False,True,54b27ea8,MCTS_Knowledge,58,8.785889,851,2023-08-04 04:24:16.041,False,False
658,2,1,11,4,4,4,True,True,True,True,False,True,54b27ea8,MCTS_Knowledge,59,3.94580078,1207,2023-08-04 04:24:28.614,False,False
659,3,1,11,4,4,4,True,True,True,True,False,True,54b27ea8,MCTS_Knowledge,60,5.05828857,865,2023-08-04 04:24:38.577,False,False
660,0,0,0,0,0,0,False,False,False,False,False,False,5ace3e0e,MCTS_Knowledge,1,174.5076,0,2023-08-04 01:18:08.046,False,False
661,0,0,1,0,0,0,False,False,True,False,False,False,5ace3e0e,MCTS_Knowledge,2,9.130707,913,2023-08-04 01:18:20.678,False,True
662,0,0,1,0,0,0,False,False,True,False,False,False,5ace3e0e,MCTS_Knowledge,3,15.8157959,816,2023-08-04 01:18:38.656,False,False
663,0,0,1,0,0,0,False,False,True,False,False,False,5ace3e0e,MCTS_Knowledge,4,7.84790039,2018,2023-08-04 01:18:52.433,False,False
664,0,0,1,0,0,1,False,False,True,False,False,True,5ace3e0e,MCTS_Knowledge,5,9.003998,2664,2023-08-04 01:19:09.088,False,True
665,0,0,1,0,1,1,False,False,True,False,False,True,5ace3e0e,MCTS_Knowledge,6,6.930313,1351,2023-08-04 01:19:18.897,False,False
666,0,0,1,0,1,1,False,False,True,False,False,True,5ace3e0e,MCTS_Knowledge,7,28.7391968,1167,2023-08-04 01:19:50.012,False,False
667,0,0,1,0,1,1,False,False,True,False,False,True,5ace3e0e,MCTS_Knowledge,8,12.1810913,297,2023-08-04 01:20:03.775,False,False
668,0,0,1,0,1,2,False,False,True,False,False,True,5ace3e0e,MCTS_Knowledge,9,4.29260254,219,2023-08-04 01:20:17.957,False,False
669,0,0,1,0,1,3,False,False,True,False,False,True,5ace3e0e,MCTS_Knowledge,10,20.2779236,267,2023-08-04 01:20:39.819,False,False
670,0,0,1,0,1,3,False,False,True,False,False,True,5ace3e0e,MCTS_Knowledge,11,4.925415,2718,2023-08-04 01:20:55.881,False,False
671,0,0,2,0,1,3,False,False,True,False,False,True,5ace3e0e,MCTS_Knowledge,12,25.2207031,945,2023-08-04 01:21:26.059,False,False
672,1,0,2,0,1,3,False,False,True,False,False,True,5ace3e0e,MCTS_Knowledge,13,12.0550232,1246,2023-08-04 01:21:44.121,False,False
673,1,0,2,0,2,3,False,False,True,False,False,True,5ace3e0e,MCTS_Knowledge,14,9.848999,2540,2023-08-04 01:22:09.941,False,False
674,1,1,2,0,2,3,False,False,True,False,False,True,5ace3e0e,MCTS_Knowledge,15,7.012207,1302,2023-08-04 01:22:23.125,False,False
675,1,1,3,0,2,3,False,False,True,False,False,True,5ace3e0e,MCTS_Knowledge,16,10.3874207,274,2023-08-04 01:22:35.069,False,False
676,1,1,3,0,3,3,False,False,True,False,False,True,5ace3e0e,MCTS_Knowledge,17,8.46789551,3319,2023-08-04 01:22:54.619,False,False
677,1,1,4,0,3,3,False,False,True,False,False,True,5ace3e0e,MCTS_Knowledge,18,7.604004,338,2023-08-04 01:23:08.308,False,False
678,1,1,5,0,3,3,False,False,True,False,False,True,5ace3e0e,MCTS_Knowledge,19,11.733429,2391,2023-08-04 01:23:23.380,False,False
679,1,1,5,0,4,3,False,False,True,False,False,True,5ace3e0e,MCTS_Knowledge,20,9.001099,3324,2023-08-04 01:23:47.604,False,False
680,1,1,6,0,4,3,False,False,True,False,False,True,5ace3e0e,MCTS_Knowledge,21,6.17980957,1334,2023-08-04 01:24:01.056,False,False
681,1,1,6,0,4,3,False,False,True,False,False,True,5ace3e0e,MCTS_Knowledge,22,7.458435,939,2023-08-04 01:24:10.488,False,False
682,1,1,6,0,4,4,False,False,True,False,False,True,5ace3e0e,MCTS_Knowledge,23,16.640564,325,2023-08-04 01:24:28.669,False,False
683,1,1,7,0,4,4,False,False,True,False,False,True,5ace3e0e,MCTS_Knowledge,24,23.0484619,933,2023-08-04 01:24:56.370,False,False
684,1,1,7,0,4,4,False,False,True,False,False,True,5ace3e0e,MCTS_Knowledge,25,13.2625122,295,2023-08-04 01:25:13.391,False,False
