,CM_BombPiece,CM_CrossPiece,CM_HorizontalPiece,CM_RainbowPiece,CM_RocketPiece,CM_VerticalPiece,L_BombPiece,L_CrossPiece,L_HorizontalPiece,L_RainbowPiece,L_RocketPiece,L_VerticalPiece,User,Method,L_Step,L_DecisionTime,PCGTime,Time,EVT_MatchNoHint,EVT_MatchIgnoringHint,Q_BombPiece,Q_CrossPiece,Q_HorizontalPiece,Q_RainbowPiece,Q_RocketPiece,Q_VerticalPiece,Timestamp,Age,Gender,GF_PlayFrequency,GF_PlayTime,GF_TutorialHelpful,GF_BasicMechanicTime,GF_SpecialSkillTime,GF_TutorialHelpRemember,GF_LearnedAllSkill,GF_InvolvedInGame,GF_NewBlockSame,GF_HintUseless,Diff_CM_BombPiece,Diff_CM_CrossPiece,Diff_CM_HorizontalPiece,Diff_CM_RainbowPiece,Diff_CM_RocketPiece,Diff_CM_VerticalPiece,EVT_MatchNoHint_BombPiece,EVT_MatchIgnoringHint_BombPiece,EVT_MatchNoHint_CrossPiece,EVT_MatchIgnoringHint_CrossPiece,EVT_MatchNoHint_HorizontalPiece,EVT_MatchIgnoringHint_HorizontalPiece,EVT_MatchNoHint_RainbowPiece,EVT_MatchIgnoringHint_RainbowPiece,EVT_MatchNoHint_RocketPiece,EVT_MatchIgnoringHint_RocketPiece,EVT_MatchNoHint_VerticalPiece,EVT_MatchIgnoringHint_VerticalPiece
1058,2,1,4,2,9,4,False,False,True,False,False,True,99f38975,MCTS_Knowledge,39,17.8844,575,2023-08-04 05:57:37.740,False,False,False,True,False,True,False,True,2023/08/04 7:07:27 오후 GMT+9,48,Female,3,C,6,5,6,5,6,7,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1059,2,1,4,2,9,5,False,False,True,False,False,True,99f38975,MCTS_Knowledge,40,23.4458618,123,2023-08-04 05:58:03.287,False,False,False,True,False,True,False,True,2023/08/04 7:07:27 오후 GMT+9,48,Female,3,C,6,5,6,5,6,7,6,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1060,2,1,4,3,9,5,False,False,True,False,False,True,99f38975,MCTS_Knowledge,41,6.227234,489,2023-08-04 05:58:10.954,False,False,False,True,False,True,False,True,2023/08/04 7:07:27 오후 GMT+9,48,Female,3,C,6,5,6,5,6,7,6,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1061,2,1,4,3,9,5,False,False,True,False,False,True,99f38975,MCTS_Knowledge,42,11.5665894,498,2023-08-04 05:58:27.529,False,False,False,True,False,True,False,True,2023/08/04 7:07:27 오후 GMT+9,48,Female,3,C,6,5,6,5,6,7,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1062,2,1,4,3,9,6,False,False,True,False,False,True,99f38975,MCTS_Knowledge,43,17.1828613,1462,2023-08-04 05:58:47.118,False,False,False,True,False,True,False,True,2023/08/04 7:07:27 오후 GMT+9,48,Female,3,C,6,5,6,5,6,7,6,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1063,2,2,4,3,9,6,False,False,True,False,False,True,99f38975,MCTS_Knowledge,44,10.3984985,1068,2023-08-04 05:58:59.506,False,False,False,True,False,True,False,True,2023/08/04 7:07:27 오후 GMT+9,48,Female,3,C,6,5,6,5,6,7,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064,2,2,4,3,10,6,False,False,True,False,False,True,99f38975,MCTS_Knowledge,45,7.58557129,1399,2023-08-04 05:59:09.742,False,False,False,True,False,True,False,True,2023/08/04 7:07:27 오후 GMT+9,48,Female,3,C,6,5,6,5,6,7,6,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1065,2,2,4,3,10,6,False,False,True,False,False,True,99f38975,MCTS_Knowledge,46,9.184509,124,2023-08-04 05:59:21.033,False,False,False,True,False,True,False,True,2023/08/04 7:07:27 오후 GMT+9,48,Female,3,C,6,5,6,5,6,7,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1066,2,2,4,3,10,6,False,False,True,False,False,True,99f38975,MCTS_Knowledge,47,5.02539063,121,2023-08-04 05:59:27.132,False,False,False,True,False,True,False,True,2023/08/04 7:07:27 오후 GMT+9,48,Female,3,C,6,5,6,5,6,7,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1067,2,2,4,3,10,6,False,False,True,False,False,True,99f38975,MCTS_Knowledge,48,29.4632568,119,2023-08-04 05:59:57.957,False,False,False,True,False,True,False,True,2023/08/04 7:07:27 오후 GMT+9,48,Female,3,C,6,5,6,5,6,7,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1068,2,2,4,3,10,6,False,False,True,False,False,True,99f38975,MCTS_Knowledge,49,6.522583,124,2023-08-04 06:00:08.137,False,False,False,True,False,True,False,True,2023/08/04 7:07:27 오후 GMT+9,48,Female,3,C,6,5,6,5,6,7,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069,2,2,4,3,10,6,False,False,True,False,False,True,99f38975,MCTS_Knowledge,50,10.2497559,124,2023-08-04 06:00:20.517,False,False,False,True,False,True,False,True,2023/08/04 7:07:27 오후 GMT+9,48,Female,3,C,6,5,6,5,6,7,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1070,3,2,4,3,10,6,False,False,True,False,False,True,99f38975,MCTS_Knowledge,51,3.578125,1043,2023-08-04 06:00:26.135,False,False,False,True,False,True,False,True,2023/08/04 7:07:27 오후 GMT+9,48,Female,3,C,6,5,6,5,6,7,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1071,3,2,4,3,10,6,False,False,True,False,False,True,99f38975,MCTS_Knowledge,52,9.606323,125,2023-08-04 06:00:36.855,False,False,False,True,False,True,False,True,2023/08/04 7:07:27 오후 GMT+9,48,Female,3,C,6,5,6,5,6,7,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1072,3,2,4,3,10,6,False,False,True,False,False,True,99f38975,MCTS_Knowledge,53,5.41369629,357,2023-08-04 06:00:46.151,False,False,False,True,False,True,False,True,2023/08/04 7:07:27 오후 GMT+9,48,Female,3,C,6,5,6,5,6,7,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1073,3,2,4,3,10,6,False,False,True,False,False,True,99f38975,MCTS_Knowledge,54,4.0456543,912,2023-08-04 06:00:58.828,False,False,False,True,False,True,False,True,2023/08/04 7:07:27 오후 GMT+9,48,Female,3,C,6,5,6,5,6,7,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1074,3,2,4,3,10,6,False,False,True,False,False,True,99f38975,MCTS_Knowledge,55,0.7838135,1425,2023-08-04 06:01:04.275,False,False,False,True,False,True,False,True,2023/08/04 7:07:27 오후 GMT+9,48,Female,3,C,6,5,6,5,6,7,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075,3,2,4,3,10,6,False,False,True,False,False,True,99f38975,MCTS_Knowledge,56,5.763794,1464,2023-08-04 06:01:12.500,False,False,False,True,False,True,False,True,2023/08/04 7:07:27 오후 GMT+9,48,Female,3,C,6,5,6,5,6,7,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1076,3,2,4,3,11,6,False,False,True,False,True,True,99f38975,MCTS_Knowledge,57,7.14160156,521,2023-08-04 06:01:23.536,True,False,False,True,False,True,False,True,2023/08/04 7:07:27 오후 GMT+9,48,Female,3,C,6,5,6,5,6,7,6,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1077,3,2,4,3,11,6,False,False,True,False,True,True,99f38975,MCTS_Knowledge,58,4.14355469,1435,2023-08-04 06:01:32.601,False,False,False,True,False,True,False,True,2023/08/04 7:07:27 오후 GMT+9,48,Female,3,C,6,5,6,5,6,7,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078,3,2,4,4,11,6,False,False,True,True,True,True,99f38975,MCTS_Knowledge,59,0.465209961,901,2023-08-04 06:01:34.976,True,False,False,True,False,True,False,True,2023/08/04 7:07:27 오후 GMT+9,48,Female,3,C,6,5,6,5,6,7,6,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1079,3,2,4,5,11,6,False,False,True,True,True,True,99f38975,MCTS_Knowledge,60,0.131713867,146,2023-08-04 06:01:43.867,False,False,False,True,False,True,False,True,2023/08/04 7:07:27 오후 GMT+9,48,Female,3,C,6,5,6,5,6,7,6,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,0,0,0,0,0,0,False,False,False,False,False,False,bdad55ea,MCTS_Knowledge,1,6.3821106,0,2023-08-04 04:23:26.510,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081,0,0,0,0,0,0,False,False,False,False,False,False,bdad55ea,MCTS_Knowledge,2,7.35141,165,2023-08-04 04:23:36.533,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1082,0,0,0,0,0,0,False,False,False,False,False,False,bdad55ea,MCTS_Knowledge,3,10.666626,167,2023-08-04 04:23:48.240,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1083,0,0,0,0,0,0,False,False,False,False,False,False,bdad55ea,MCTS_Knowledge,4,35.5627747,164,2023-08-04 04:24:29.536,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1084,0,0,0,0,0,0,False,False,False,False,False,False,bdad55ea,MCTS_Knowledge,5,30.6705933,761,2023-08-04 04:25:01.750,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1085,0,0,0,0,0,0,False,False,False,False,False,False,bdad55ea,MCTS_Knowledge,6,0.152984619,1320,2023-08-04 04:25:04.110,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1086,0,0,0,0,0,0,False,False,False,False,False,False,bdad55ea,MCTS_Knowledge,7,31.83908,1320,2023-08-04 04:25:36.083,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1087,0,0,0,0,0,0,False,False,False,False,False,False,bdad55ea,MCTS_Knowledge,8,4.855194,165,2023-08-04 04:25:41.988,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1088,0,0,0,0,0,0,False,False,False,False,False,False,bdad55ea,MCTS_Knowledge,9,29.4945068,605,2023-08-04 04:26:18.615,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089,0,0,0,0,0,0,False,False,False,False,False,False,bdad55ea,MCTS_Knowledge,10,5.512512,163,2023-08-04 04:26:25.177,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,0,0,0,0,0,0,False,False,False,False,False,False,bdad55ea,MCTS_Knowledge,11,8.879883,163,2023-08-04 04:26:34.990,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1091,0,0,0,0,0,0,False,False,False,False,False,False,bdad55ea,MCTS_Knowledge,12,12.1435242,610,2023-08-04 04:26:48.581,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1092,0,0,0,0,0,0,False,False,False,False,False,False,bdad55ea,MCTS_Knowledge,13,13.513092,168,2023-08-04 04:27:03.155,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1093,0,0,0,0,0,0,False,False,False,False,False,False,bdad55ea,MCTS_Knowledge,14,14.4355469,1803,2023-08-04 04:27:21.572,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,0,0,0,0,0,0,False,False,False,False,False,False,bdad55ea,MCTS_Knowledge,15,18.708313,1984,2023-08-04 04:27:44.681,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,0,0,0,0,0,0,False,False,False,False,False,False,bdad55ea,MCTS_Knowledge,16,4.465088,615,2023-08-04 04:27:50.578,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1096,0,0,0,0,0,0,False,False,False,False,False,False,bdad55ea,MCTS_Knowledge,17,47.17639,164,2023-08-04 04:28:38.811,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1097,0,0,0,0,0,0,False,False,False,False,False,False,bdad55ea,MCTS_Knowledge,18,15.4658813,468,2023-08-04 04:28:55.511,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1098,0,0,0,0,0,0,False,False,False,False,False,False,bdad55ea,MCTS_Knowledge,19,11.0686646,1417,2023-08-04 04:29:15.071,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1099,0,0,0,0,0,0,False,False,False,False,False,False,bdad55ea,MCTS_Knowledge,20,6.82782,654,2023-08-04 04:29:23.403,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,0,0,0,0,0,0,False,False,False,False,False,False,bdad55ea,MCTS_Knowledge,21,14.3704224,166,2023-08-04 04:29:38.824,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,0,0,0,0,0,1,False,False,False,False,False,True,bdad55ea,MCTS_Knowledge,22,8.864624,633,2023-08-04 04:29:49.171,False,True,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1102,0,0,0,0,0,1,False,False,False,False,False,True,bdad55ea,MCTS_Knowledge,23,7.83233643,786,2023-08-04 04:29:58.541,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,0,0,0,0,1,1,False,False,False,False,True,True,bdad55ea,MCTS_Knowledge,24,8.484985,1798,2023-08-04 04:30:18.340,False,True,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1104,0,0,0,0,1,1,False,False,False,False,True,True,bdad55ea,MCTS_Knowledge,25,29.68982,621,2023-08-04 04:30:50.776,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,0,0,0,0,1,1,False,False,False,False,True,True,bdad55ea,MCTS_Knowledge,26,7.60491943,646,2023-08-04 04:31:01.326,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1106,0,0,0,0,2,1,False,False,False,False,True,True,bdad55ea,MCTS_Knowledge,27,19.1931763,1489,2023-08-04 04:31:25.447,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,0,0,0,0,2,1,False,False,False,False,True,True,bdad55ea,MCTS_Knowledge,28,51.517395,470,2023-08-04 04:32:20.921,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1108,0,0,0,0,2,1,False,False,False,False,True,True,bdad55ea,MCTS_Knowledge,29,18.9611816,578,2023-08-04 04:32:44.985,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,0,0,0,0,2,1,False,False,False,False,True,True,bdad55ea,MCTS_Knowledge,30,9.91235352,1898,2023-08-04 04:33:06.982,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,0,0,0,0,2,1,False,False,False,False,True,True,bdad55ea,MCTS_Knowledge,31,21.9035645,1116,2023-08-04 04:33:30.817,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,0,0,0,0,2,1,False,False,False,False,True,True,bdad55ea,MCTS_Knowledge,32,10.5794067,1342,2023-08-04 04:33:51.387,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,0,0,0,0,2,1,False,False,False,False,True,True,bdad55ea,MCTS_Knowledge,33,3.9866333,1244,2023-08-04 04:33:57.531,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,0,0,0,0,2,1,False,False,False,False,True,True,bdad55ea,MCTS_Knowledge,34,10.1384277,154,2023-08-04 04:34:08.724,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,0,0,0,0,2,2,False,False,False,False,True,True,bdad55ea,MCTS_Knowledge,35,8.709473,166,2023-08-04 04:34:21.941,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1115,0,0,0,0,2,2,False,False,False,False,True,True,bdad55ea,MCTS_Knowledge,36,9.94635,1859,2023-08-04 04:34:34.554,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1116,0,0,0,0,2,2,False,False,False,False,True,True,bdad55ea,MCTS_Knowledge,37,3.616455,164,2023-08-04 04:34:39.247,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,0,0,0,0,2,2,False,False,False,False,True,True,bdad55ea,MCTS_Knowledge,38,7.805298,607,2023-08-04 04:34:48.437,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,0,0,0,0,2,3,False,False,False,False,True,True,bdad55ea,MCTS_Knowledge,39,12.0863647,169,2023-08-04 04:35:07.769,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1119,0,0,0,0,2,3,False,False,False,False,True,True,bdad55ea,MCTS_Knowledge,40,3.88623047,166,2023-08-04 04:35:13.865,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,0,0,0,0,2,3,False,False,False,False,True,True,bdad55ea,MCTS_Knowledge,41,3.99560547,788,2023-08-04 04:35:19.439,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,0,0,0,0,2,3,False,False,False,False,True,True,bdad55ea,MCTS_Knowledge,42,3.74267578,645,2023-08-04 04:35:24.761,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1122,0,0,0,0,2,3,False,False,False,False,True,True,bdad55ea,MCTS_Knowledge,43,4.95202637,1554,2023-08-04 04:35:32.045,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1123,0,0,0,0,2,3,False,False,False,False,True,True,bdad55ea,MCTS_Knowledge,44,6.28198242,166,2023-08-04 04:35:43.181,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1124,0,0,0,0,2,3,False,False,False,False,True,True,bdad55ea,MCTS_Knowledge,45,2.82702637,594,2023-08-04 04:35:48.754,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,0,0,0,0,2,3,False,False,False,False,True,True,bdad55ea,MCTS_Knowledge,46,6.20056152,164,2023-08-04 04:35:58.704,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1126,0,0,0,0,2,3,False,False,False,False,True,True,bdad55ea,MCTS_Knowledge,47,15.1048584,1833,2023-08-04 04:36:16.545,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1127,0,0,1,0,2,3,False,False,False,False,True,True,bdad55ea,MCTS_Knowledge,48,4.8762207,1378,2023-08-04 04:36:24.537,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1128,0,0,1,0,2,3,False,False,False,False,True,True,bdad55ea,MCTS_Knowledge,49,8.586304,650,2023-08-04 04:36:34.601,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1129,0,0,1,0,2,3,False,False,False,False,True,True,bdad55ea,MCTS_Knowledge,50,5.776245,1676,2023-08-04 04:36:48.730,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1130,0,0,1,0,2,3,False,False,False,False,True,True,bdad55ea,MCTS_Knowledge,51,6.349121,1180,2023-08-04 04:36:57.120,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,0,0,1,0,2,3,False,False,False,False,True,True,bdad55ea,MCTS_Knowledge,52,6.642334,169,2023-08-04 04:37:04.804,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1132,0,0,1,0,2,3,False,False,False,False,True,True,bdad55ea,MCTS_Knowledge,53,5.063965,616,2023-08-04 04:37:15.390,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,0,0,1,0,2,3,False,False,False,False,True,True,bdad55ea,MCTS_Knowledge,54,5.11499,168,2023-08-04 04:37:26.324,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1134,0,0,1,0,2,3,False,False,False,False,True,True,bdad55ea,MCTS_Knowledge,55,6.51281738,166,2023-08-04 04:37:35.827,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1135,0,0,1,0,2,3,False,False,False,False,True,True,bdad55ea,MCTS_Knowledge,56,11.7012939,923,2023-08-04 04:37:50.556,False,False,True,False,False,False,False,False,2023/08/04 5:44:17 오후 GMT+9,25,Male,3,C,6,7,5,6,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
